crop_type,soil_ph,relative_humidity_pct,air_temperature_c,growth_stage,Target_Nutrient,Form,Fertilizer
wheat,6.77,64,28.1,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,6.77,64,28.1,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,6.77,64,28.1,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,6.77,64,28.1,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,6.77,64,28.1,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,6.77,64,28.1,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,6.77,64,28.1,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,6.77,64,28.1,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,6.77,64,28.1,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,6.95,65,23.7,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,6.95,65,23.7,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,6.95,65,23.7,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,6.95,65,23.7,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,6.95,65,23.7,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,6.95,65,23.7,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,6.95,65,23.7,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,6.95,65,23.7,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,6.95,65,23.7,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,6.95,65,23.7,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,6.36,51,13.8,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,6.36,51,13.8,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,6.36,51,13.8,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,6.36,51,13.8,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,6.36,51,13.8,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,6.36,51,13.8,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,6.36,51,13.8,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,6.36,51,13.8,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,6.36,51,13.8,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,6.36,51,13.8,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,6.68,57,29.6,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,6.68,57,29.6,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,6.68,57,29.6,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,6.68,57,29.6,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,6.68,57,29.6,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,6.68,57,29.6,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,6.68,57,29.6,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,6.68,57,29.6,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,6.68,57,29.6,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,6.68,57,29.6,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,5.83,86,29.1,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,5.83,86,29.1,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,5.83,86,29.1,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,5.83,86,29.1,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,5.83,86,29.1,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,5.83,86,29.1,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,5.83,86,29.1,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,5.83,86,29.1,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,5.83,86,29.1,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,5.83,86,29.1,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,6.45,64,19.5,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,6.45,64,19.5,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,6.45,64,19.5,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,6.45,64,19.5,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,6.45,64,19.5,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,6.45,64,19.5,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,6.45,64,19.5,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,6.45,64,19.5,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,6.45,64,19.5,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,6.45,64,19.5,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,6.89,57,28.2,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,6.89,57,28.2,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,6.89,57,28.2,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,6.89,57,28.2,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,6.89,57,28.2,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,6.89,57,28.2,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,6.89,57,28.2,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,6.89,57,28.2,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,6.89,57,28.2,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,6.89,57,28.2,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,7.05,53,31.6,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,7.05,53,31.6,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,7.05,53,31.6,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,7.05,53,31.6,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,7.05,53,31.6,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,7.05,53,31.6,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,7.05,53,31.6,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,7.05,53,31.6,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,7.05,53,31.6,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,7.05,53,31.6,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,6.19,39,36.0,flowering,Nitrogen (N),Granular,Urea (46% N)
wheat,6.19,39,36.0,flowering,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,6.19,39,36.0,flowering,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,6.19,39,36.0,flowering,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,6.19,39,36.0,flowering,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,6.19,39,36.0,flowering,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,6.19,39,36.0,flowering,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,6.19,39,36.0,flowering,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,6.19,39,36.0,flowering,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,6.19,39,36.0,flowering,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,4.96,79,27.2,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,4.96,79,27.2,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,4.96,79,27.2,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,4.96,79,27.2,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,4.96,79,27.2,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,4.96,79,27.2,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,4.96,79,27.2,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,4.96,79,27.2,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,4.96,79,27.2,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,4.96,79,27.2,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,6.28,78,30.8,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,6.28,78,30.8,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,6.28,78,30.8,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,6.28,78,30.8,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,6.28,78,30.8,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,6.28,78,30.8,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,6.28,78,30.8,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,6.28,78,30.8,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,6.28,78,30.8,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,6.28,78,30.8,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,7.13,75,23.6,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,7.13,75,23.6,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,7.13,75,23.6,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,7.13,75,23.6,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,7.13,75,23.6,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,7.13,75,23.6,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,7.13,75,23.6,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,7.13,75,23.6,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,7.13,75,23.6,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,7.13,75,23.6,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,5.63,57,31.2,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,5.63,57,31.2,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,5.63,57,31.2,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,5.63,57,31.2,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,5.63,57,31.2,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,5.63,57,31.2,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,5.63,57,31.2,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,5.63,57,31.2,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,5.63,57,31.2,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,5.63,57,31.2,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,7.5,74,30.8,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,7.5,74,30.8,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,7.5,74,30.8,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,7.5,74,30.8,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,7.5,74,30.8,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,7.5,74,30.8,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,7.5,74,30.8,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,7.5,74,30.8,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,7.5,74,30.8,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,7.5,74,30.8,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,6.4,59,37.4,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,6.4,59,37.4,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,6.4,59,37.4,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,6.4,59,37.4,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,6.4,59,37.4,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,6.4,59,37.4,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,6.4,59,37.4,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,6.4,59,37.4,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,6.4,59,37.4,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,6.4,59,37.4,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,6.99,83,27.7,flowering,Nitrogen (N),Granular,Urea (46% N)
wheat,6.99,83,27.7,flowering,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,6.99,83,27.7,flowering,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,6.99,83,27.7,flowering,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,6.99,83,27.7,flowering,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,6.99,83,27.7,flowering,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,6.99,83,27.7,flowering,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,6.99,83,27.7,flowering,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,6.99,83,27.7,flowering,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,6.99,83,27.7,flowering,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,6.17,53,24.1,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,6.17,53,24.1,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,6.17,53,24.1,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,6.17,53,24.1,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,6.17,53,24.1,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,6.17,53,24.1,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,6.17,53,24.1,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,6.17,53,24.1,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,6.17,53,24.1,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,6.17,53,24.1,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,5.93,60,37.1,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,5.93,60,37.1,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,5.93,60,37.1,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,5.93,60,37.1,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,5.93,60,37.1,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,5.93,60,37.1,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,5.93,60,37.1,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,5.93,60,37.1,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,5.93,60,37.1,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,5.93,60,37.1,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,5.49,87,24.2,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,5.49,87,24.2,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,5.49,87,24.2,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,5.49,87,24.2,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,5.49,87,24.2,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,5.49,87,24.2,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,5.49,87,24.2,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,5.49,87,24.2,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,5.49,87,24.2,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,5.49,87,24.2,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,8.44,51,26.0,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,8.44,51,26.0,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,8.44,51,26.0,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,8.44,51,26.0,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,8.44,51,26.0,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,8.44,51,26.0,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,8.44,51,26.0,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,8.44,51,26.0,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,8.44,51,26.0,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,8.44,51,26.0,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,8.17,78,35.3,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,8.17,78,35.3,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,8.17,78,35.3,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,8.17,78,35.3,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,8.17,78,35.3,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,8.17,78,35.3,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,8.17,78,35.3,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,8.17,78,35.3,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,8.17,78,35.3,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,8.17,78,35.3,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,6.26,64,27.5,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,6.26,64,27.5,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,6.26,64,27.5,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,6.26,64,27.5,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,6.26,64,27.5,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,6.26,64,27.5,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,6.26,64,27.5,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,6.26,64,27.5,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,6.26,64,27.5,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,6.26,64,27.5,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,6.46,40,19.3,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,6.46,40,19.3,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,6.46,40,19.3,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,6.46,40,19.3,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,6.46,40,19.3,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,6.46,40,19.3,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,6.46,40,19.3,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,6.46,40,19.3,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,6.46,40,19.3,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,6.46,40,19.3,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,8.6,67,33.0,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,8.6,67,33.0,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,8.6,67,33.0,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,8.6,67,33.0,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,8.6,67,33.0,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,8.6,67,33.0,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,8.6,67,33.0,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,8.6,67,33.0,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,8.6,67,33.0,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,8.6,67,33.0,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,7.18,25,31.4,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,7.18,25,31.4,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,7.18,25,31.4,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,7.18,25,31.4,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,7.18,25,31.4,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,7.18,25,31.4,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,7.18,25,31.4,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,7.18,25,31.4,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,7.18,25,31.4,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,7.18,25,31.4,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,7.62,53,28.8,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,7.62,53,28.8,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,7.62,53,28.8,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,7.62,53,28.8,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,7.62,53,28.8,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,7.62,53,28.8,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,7.62,53,28.8,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
